player,average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,average_response_depth,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio,opening_1st_ground_fh_bh_ratio,cluster
Jordan_Thompson,1.7283737024221453,0.1372549019607843,0.4285714285714285,0.050251256281407,0.2060301507537688,0.1661661661661661,0.009009009009009,0.2412412412412412,0.4414414414414414,0.3063063063063063,2.0858208955223883,1.794117647058824,3.2727272727272747,0.8904109589041096,2
Juan_Manuel_Cerundolo,1.3673469387755102,0.1111111111111111,0.5,0.0077519379844961,0.2558139534883721,0.0932835820895522,0.0186567164179104,0.3022388059701492,0.4365671641791044,0.2388059701492537,2.1041666666666665,0.625,1.0769230769230769,0.4999999999999999,2
Laslo_Djere,1.450431034482759,0.1483870967741935,0.4782608695652174,0.0213523131672597,0.195729537366548,0.2511144130757801,0.0074294205052005,0.2615156017830609,0.3952451708766716,0.3343239227340267,2.189189189189189,0.8157894736842104,0.9166666666666666,0.7045454545454545,1
Laurent_Lokoli,1.429530201342282,0.1296296296296296,0.4285714285714285,0.0967741935483871,0.2150537634408602,0.2300469483568075,0.0234741784037558,0.215962441314554,0.3474178403755869,0.431924882629108,2.1343283582089554,2.833333333333333,3.000000000000001,0.9166666666666664,1
Liam_Broady,1.504201680672269,0.125,0.5,0.0719424460431654,0.2446043165467626,0.0670391061452514,0.0083798882681564,0.3798882681564245,0.3240223463687151,0.2877094972067039,2.087378640776699,1.1,1.1578947368421053,2.6428571428571432,3
Lloyd_Harris,1.6972477064220184,0.2282608695652173,0.3333333333333333,0.0886075949367088,0.1518987341772152,0.1972972972972973,0.0108108108108108,0.2378378378378378,0.3378378378378378,0.4216216216216216,2.0866141732283463,0.6538461538461537,2.3000000000000007,1.5882352941176474,3
Lorenzo_Musetti,1.5446175637393769,0.12430426716141,0.5447761194029851,0.0996082820369334,0.1522104085058757,0.2613480055020633,0.0105456212746446,0.2521779000458505,0.3764328289775332,0.3610729023383769,2.0278219395866453,1.525974025974026,1.5878378378378375,0.86328125,3
Lorenzo_Sonego,1.3651162790697675,0.0946372239747634,0.6,0.0730837789661319,0.1622103386809269,0.2291311754684838,0.0136286201022146,0.2453151618398637,0.3611584327086882,0.3671209540034071,1.8939828080229224,1.2790697674418603,1.6842105263157894,0.982142857142857,3
Mackenzie_Mcdonald,1.349804941482445,0.1456692913385826,0.4864864864864865,0.0872340425531914,0.1574468085106383,0.105009633911368,0.0048169556840077,0.2533718689788053,0.4364161849710982,0.3063583815028902,2.0707070707070705,1.218181818181818,1.4130434782608696,1.0142857142857142,3
Marcos_Giron,1.201271186440678,0.1203007518796992,0.4375,0.0243055555555555,0.1145833333333333,0.1763668430335097,0.0035273368606701,0.2610229276895943,0.3298059964726631,0.3932980599647266,1.9752475247524752,0.9130434782608696,0.76,0.3428571428571427,1
Marton_Fucsovics,1.5498839907192576,0.1401273885350318,0.3181818181818182,0.0099667774086378,0.1528239202657807,0.3727544910179641,0.0104790419161676,0.1931137724550898,0.4236526946107784,0.3772455089820359,2.0267857142857144,1.7692307692307698,1.0909090909090913,1.1071428571428572,2
Matteo_Berrettini,1.311804008908686,0.0822942643391521,0.5454545454545454,0.0714285714285714,0.1832611832611832,0.3439728353140917,0.0091680814940577,0.1925297113752122,0.4614601018675721,0.331748726655348,1.9069767441860463,1.7848101265822784,2.3548387096774195,0.4248704663212434,2
Max_Purcell,1.6153846153846154,0.0717703349282296,0.5333333333333333,0.0395136778115501,0.1610942249240121,0.3714285714285714,0.0178571428571428,0.2583333333333333,0.4083333333333333,0.3273809523809524,2.2037735849056603,2.363636363636365,1.823529411764706,0.3521126760563379,2
Maxime_Cressy,0.9469250210614996,0.1450252951096121,0.627906976744186,0.1186440677966101,0.1315577078288942,0.2086298932384341,0.0013345195729537,0.2802491103202847,0.4074733096085409,0.297153024911032,1.953198127925117,1.8250000000000008,1.9142857142857144,0.6634615384615384,1
Michael_Zheng,1.3629343629343629,0.125,0.4,0.0125786163522012,0.1698113207547169,0.1104815864022662,0.0254957507082152,0.2039660056657223,0.43342776203966,0.3456090651558073,2.1623931623931623,0.7727272727272727,0.8888888888888887,0.7826086956521741,0
Milos_Raonic,1.0022598870056496,0.0701754385964912,0.4375,0.0405405405405405,0.0945945945945946,0.1894024802705749,0.0045095828635851,0.2468996617812852,0.4058624577226606,0.3280721533258173,1.991549295774648,1.9375,1.5789473684210529,0.3703703703703703,1
Miomir_Kecmanovic,1.2694805194805194,0.1495327102803738,0.5,0.0969696969696969,0.1272727272727272,0.2327365728900255,0.0127877237851662,0.2122762148337595,0.3964194373401534,0.3708439897698209,1.875,0.6999999999999997,1.0,0.7307692307692308,3
Nick_Kyrgios,1.1381675649191574,0.0597014925373134,0.5,0.1042281219272369,0.2055063913470993,0.1515281962978906,0.0120533792509685,0.1575548859233749,0.5695221696082652,0.2690486439948342,2.1910569105691056,0.7469135802469137,1.0840336134453783,0.7777777777777777,0
Nicola_Kuhn,1.598360655737705,0.0927835051546391,0.6666666666666666,0.1016949152542373,0.1977401129943503,0.0487179487179487,0.0128205128205128,0.282051282051282,0.3282051282051282,0.3743589743589743,2.0285714285714285,0.6551724137931035,0.7916666666666667,1.272727272727273,0
Nicolas_Jarry,1.076539101497504,0.1712707182320442,0.5483870967741935,0.0859872611464968,0.1878980891719745,0.3029366306027821,0.0030911901081916,0.1437403400309119,0.5595054095826894,0.2936630602782071,2.215909090909091,2.11764705882353,1.6111111111111116,0.8285714285714286,0
Nikoloz_Basilashvili,1.1050228310502284,0.0614035087719298,0.4285714285714285,0.1173469387755102,0.25,0.0909090909090909,0.0041322314049586,0.0867768595041322,0.3305785123966942,0.2210743801652892,2.012838918173402,0.8181818181818182,1.1851851851851851,0.4166666666666667,0
Novak_Djokovic,1.5272073921971252,0.1024011299435028,0.6413793103448275,0.0895583986793231,0.1535286834502682,0.2035294117647058,0.0110924369747899,0.2457142857142857,0.3915966386554622,0.3470588235294117,1.9355828220858893,0.9845201238390092,1.4153225806451613,0.9191374663072776,3
Oscar_Otte,1.1459074733096086,0.1022727272727272,0.5555555555555556,0.04375,0.16875,0.2080745341614907,0.0031055900621118,0.2608695652173913,0.3571428571428571,0.3385093167701863,2.043859649122807,0.7058823529411765,2.571428571428572,0.619047619047619,1
Otto_Virtanen,1.5707070707070707,0.0821917808219178,0.5,0.0522388059701492,0.1940298507462686,0.0771704180064308,0.0064308681672025,0.2636655948553054,0.4147909967845659,0.3215434083601286,2.1122448979591835,0.5,1.333333333333333,0.2424242424242423,0
Paul_Jubb,1.295208655332303,0.0833333333333333,0.5294117647058824,0.060759493670886,0.1544303797468354,0.1563245823389021,0.0059665871121718,0.2279236276849642,0.4116945107398568,0.3424821002386635,2.1766666666666667,1.024390243902439,1.4705882352941175,0.9423076923076922,3
Pedro_Martinez,1.4210526315789471,0.1166666666666666,0.4285714285714285,0.1052631578947368,0.1473684210526315,0.0787037037037037,0.0185185185185185,0.287037037037037,0.3287037037037037,0.3796296296296296,2.354430379746836,1.076923076923077,1.888888888888889,0.5909090909090908,1
Prajnesh_Gunneswaran,1.3463687150837989,0.0833333333333333,0.6,0.017391304347826,0.1652173913043478,0.1618257261410788,0.0,0.2863070539419087,0.4647302904564315,0.2323651452282157,2.142857142857143,2.0000000000000004,1.1,0.3181818181818182,2
Quentin_Halys,0.9974554707379136,0.1546391752577319,0.6666666666666666,0.0136363636363636,0.25,0.1989795918367347,0.010204081632653,0.2678571428571428,0.3086734693877551,0.3877551020408163,2.111111111111111,0.5999999999999999,1.3333333333333333,0.8695652173913043,1
Radu_Albot,0.9860279441117764,0.1791044776119403,0.625,0.1094890510948905,0.1204379562043795,0.2105263157894736,0.0020242914979757,0.2611336032388664,0.3461538461538461,0.3765182186234818,1.913978494623656,3.125,1.5,0.7916666666666666,1
Rafael_Nadal,1.2884615384615383,0.1111111111111111,0.7,0.0188679245283018,0.1761006289308176,0.1880597014925373,0.008955223880597,0.2388059701492537,0.417910447761194,0.3343283582089552,2.093220338983051,1.5,1.6363636363636365,0.6818181818181818,2
Reilly_Opelka,1.0363036303630364,0.0817610062893081,0.3846153846153846,0.0435967302452316,0.2125340599455041,0.3343949044585987,0.0063694267515923,0.2531847133757962,0.4952229299363057,0.2404458598726114,2.0838323353293413,1.0588235294117652,2.1666666666666665,0.434782608695652,2
Richard_Gasquet,1.2115384615384617,0.0824175824175824,0.6,0.0811518324607329,0.1727748691099476,0.2447089947089947,0.0079365079365079,0.2592592592592592,0.3253968253968254,0.3955026455026455,1.9540636042402824,0.5749999999999997,1.1666666666666663,1.3448275862068968,3
Rinky_Hijikata,1.5293040293040292,0.1287128712871287,0.5384615384615384,0.1031518624641833,0.1232091690544412,0.18562874251497,0.0035928143712574,0.2395209580838323,0.3592814371257485,0.3964071856287425,2.1486486486486487,1.3243243243243246,1.6428571428571426,1.0943396226415094,3
Roberto_Bautista_Agut,1.9258883248730965,0.0997732426303854,0.4772727272727273,0.0927357032457496,0.2333848531684698,0.1154454401686874,0.014760147601476,0.1866104375329467,0.3584607274644175,0.283078545071165,2.065934065934066,0.7555555555555553,1.4555555555555555,0.8484848484848485,0
Roger_Federer,1.315217391304348,0.0836012861736334,0.6923076923076923,0.0962837837837837,0.2027027027027027,0.2776859504132231,0.0115702479338842,0.2851239669421487,0.3586776859504132,0.3363636363636363,1.9177777777777776,1.109090909090909,1.229166666666667,1.131578947368421,3
Roman_Safiullin,1.7178988326848248,0.1232876712328767,0.5925925925925926,0.0813253012048192,0.2771084337349397,0.1053227633069082,0.0067950169875424,0.2706681766704417,0.3975084937712344,0.3216308040770101,2.0296296296296297,0.859375,1.7894736842105263,0.6351351351351351,0
Sam_Querrey,1.1923076923076923,0.1147540983606557,0.5714285714285714,0.1546391752577319,0.2989690721649484,0.1705069124423963,0.0184331797235023,0.2211981566820276,0.5345622119815668,0.2396313364055299,1.96,1.2727272727272725,0.8461538461538463,0.7333333333333334,0
Sebastian_Korda,1.2147540983606555,0.1019830028328611,0.4444444444444444,0.0955882352941176,0.1661764705882353,0.1207827260458839,0.0060728744939271,0.2780026990553306,0.3643724696356275,0.3515519568151147,2.0703703703703704,1.3225806451612905,1.7708333333333337,0.9565217391304348,1
Stan_Wawrinka,1.282520325203252,0.0920245398773006,0.4666666666666667,0.0133779264214046,0.1806020066889632,0.4294770206022187,0.0063391442155309,0.2329635499207607,0.3882725832012678,0.375594294770206,2.198019801980198,1.6842105263157898,2.1875,0.7142857142857143,2
Stefanos_Tsitsipas,1.159559175850503,0.0865384615384615,0.6481481481481481,0.1078167115902965,0.1734052111410602,0.2632231404958677,0.0095041322314049,0.1859504132231405,0.5247933884297521,0.2814049586776859,1.980728051391863,1.0092592592592595,1.2473118279569897,1.0170940170940173,0
Tallon_Griekspoor,1.2404692082111437,0.1057692307692307,0.5454545454545454,0.0427927927927927,0.1283783783783783,0.1796690307328605,0.0059101654846335,0.2588652482269503,0.3723404255319149,0.351063829787234,2.1146496815286624,1.809523809523809,1.7272727272727273,0.7777777777777777,1
Taylor_Fritz,1.4769108280254777,0.0693512304250559,0.6451612903225806,0.0646830530401035,0.1461836998706339,0.2398921832884097,0.0113207547169811,0.213477088948787,0.461455525606469,0.3110512129380054,2.0093632958801497,1.0,1.3947368421052635,0.6355140186915887,0
Thiago_Seyboth_Wild,1.4150943396226414,0.0588235294117647,0.7,0.1103448275862069,0.1379310344827586,0.117037037037037,0.0044444444444444,0.2281481481481481,0.4251851851851851,0.3362962962962963,2.1434977578475336,1.0,1.6538461538461535,0.7222222222222221,2
Tim_Van_Rijthoven,1.2772277227722773,0.0861538461538461,0.6071428571428571,0.0098452883263009,0.1645569620253164,0.3143058491895701,0.0126849894291754,0.2177589852008456,0.42353770260747,0.3368569415081043,2.0853658536585367,1.3829787234042554,1.425531914893617,0.8059701492537313,2
Tomas_Machac,1.283828382838284,0.072463768115942,0.7333333333333333,0.024390243902439,0.1382113821138211,0.1246786632390745,0.0038560411311053,0.2840616966580976,0.3817480719794344,0.3303341902313624,2.145748987854251,0.9583333333333334,1.0,1.0208333333333333,2
Tommy_Paul,1.356032906764168,0.0814419225634179,0.5245901639344263,0.081081081081081,0.1749249249249249,0.1644759015840916,0.0067408156386922,0.2457027300303336,0.3983822042467138,0.350185372430064,2.0157728706624605,0.7619047619047619,1.251968503937008,0.6069651741293532,0
