average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,average_response_depth,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio,opening_1st_ground_fh_bh_ratio,player
0.12886691121606578,-1.6091380523210033,0.49915811380903385,1.0615579369045673,-0.6908513078802462,-0.531836764363938,0.14294706464652396,-1.69166454273544,-0.16105390969727548,0.46209674441758947,-1.1822303536667331,1.0753643694102482,0.1478719853435727,-1.4346712515493472,Adrian_Andreev
0.04971098147363264,-0.7445182098570038,-0.6676208735313296,-0.29287316745810854,0.02950276199008957,-0.20902240804653105,-1.227298386635909,0.08800626028027178,0.5980644840398848,-0.5087955930575969,-0.7695365030062514,-0.3840837169377856,-0.2091646963689169,-0.20296198866442505,Albert_Ramos
-0.1977318200405962,0.09017935500106243,-0.06600045818395457,-0.05751365329717257,0.6700981602982887,-0.2102906975563043,-0.19372544077664047,0.09204559731040472,-0.22806656528275482,0.5142542410003825,-0.04768913904705826,-0.5789712427485879,-0.36614969649931045,-0.5770237787369027,Alejandro_Davidovich_Fokina
1.080668878827821,-1.910444967119064,2.395173968237125,-0.06696676626136465,-0.9360048082665149,1.4262302833685068,-0.7814511506748353,-1.0266196536887322,1.0600329868449858,-0.1888758995645361,-1.2189804852995827,-0.21238394207331088,-0.0882615102080837,-1.0703907094298122,Alejandro_Moro_Canas
-0.07694217880424743,0.8930789173883479,-0.1684531025388849,0.013666029896906576,-0.26705761538622924,0.15770787510739517,0.771184467525916,1.7724724998933907,0.37284579906826887,-1.301549719401146,0.6448792752127731,-0.13037807945147234,-0.3015988759523853,-0.34472166332533777,Alejandro_Tabilo
0.0712337832073581,-0.23805228815040588,-0.29916435121332,0.7154681793620623,-0.025081464568403992,-0.3388765770596594,-0.09484025762263909,-0.24284935187036827,1.1250944462728543,-0.8537852772653545,-1.275263158266932,-0.09189287199297778,-0.1064668137200029,-0.4990858808028051,Aleksandar_Vukic
0.2880063136442492,0.7694463853937338,0.11995494292341582,-0.46744684515940915,0.45660067041767294,-0.9029789808657525,-0.3769434272680377,-0.6383734290487644,0.2423436317359745,0.49629791053534367,0.7349432539131762,-0.4401307937070181,-0.1565835059381676,-0.6696303478927238,Alex_De_Minaur
4.908126175939613,-0.26078264035465737,0.9731620774160568,1.316421686208941,4.2754888547352365,-1.1284012985507692,1.2272036179557744,-0.15565443273036478,-0.39205998994718777,1.0449796448253,-1.2189804852995827,1.4109593839180847,-0.10138003773873099,-0.7652152883826515,Alex_Marti_Pujolras
0.8161786294834942,-0.38065516144971556,0.9731620774160568,1.3063379800298798,-0.03529698733752509,-0.5962572084786641,1.399624013320219,0.968443103101968,-0.11784323283745965,-0.7833990033554303,-1.7863071475378058,-0.8389375064910427,-0.4156543277120711,-0.7192526401652367,Alex_Molcan
-1.365318554333334,1.669566914751094,0.49915811380903385,1.0521569840369662,0.8129560336806216,1.8771893589880109,3.343816999664377,-0.37130150909252474,1.3353951790287368,-0.9481555908891159,0.11414694141354673,-0.17846793716180925,-0.15676937620146522,-0.6444506832623851,Alexander_Bublik
-0.2057396133600722,-0.4883113746624748,0.025154150202011633,0.6512102369678673,0.15930350210285532,-0.6124607259627343,0.12272782822117259,0.28945801434418356,0.2597934505005719,-0.13992120070047803,0.30058388158112453,-0.30395715533436407,0.1478719853435727,-0.27170608476617714,Alexander_Shevchenko
0.3584243717803292,0.18569596830038926,0.07352190159048307,0.6605183050072626,-0.2296226740119476,-0.4342970267765729,-0.4957384375776941,0.4342175450217761,-0.31974979524680724,0.1908137842817595,-1.111852742406332,-0.4094164706063144,-0.16337673383534487,0.1226045006505145,Alexander_Zverev
-0.5475345452576348,0.349615027869218,0.8438882691595961,0.6015686778933073,0.7063927159267167,-0.4956592967170738,-0.9958597726822399,0.661783099634827,-0.288911543092589,0.24965110356345283,0.3228818400059082,-0.6048405703349669,-0.0182960300446302,-1.0001970200323271,Alexandre_Muller
-1.2501846563147874,0.05705643576066456,-0.042560701741849144,0.13950912216704056,-2.128302251462488,-1.1497104836514012,0.09799152833909357,1.190610382644046,-0.7221929496716895,0.3601758995388006,-0.8319816961283496,0.24548212423195448,-0.1972462004626946,0.3981504076092511,Alexei_Popyrin
-0.3105495199083894,1.5800935235661124,-0.10756695960795462,-0.2787759802211286,-1.5228575552746506,1.3940043204028474,-0.347489962605514,0.23834384193339836,-1.024834710240062,1.2657285061539085,-0.5323267821190877,1.6763135814359091,0.1695460743072514,0.20262676122405696,Andrea_Vavassori
0.5012048071261114,2.2371961201902364,0.8438882691595961,1.804220972621045,-0.6715840043319251,-0.7242018660152233,-0.16263912223657048,0.44820441155258955,-1.439299943453426,1.678099206070986,0.439943221880128,1.7717023452495064,0.46510183290286833,-0.6862538158040157,Andrej_Martin
-0.7742201822609733,-0.1085581604413324,0.3056871082551475,1.394247213385801,0.5166454264958223,-0.35243462189450914,-1.2669535231698363,-0.6547480166346168,-0.552280660544305,0.7814857263943146,0.2624615232152548,-0.5425758168126851,-0.3872867700978444,-0.7526663990975386,Andrey_Rublev
-0.6235448174945856,-0.11656101341216922,0.1831554714043526,0.5127207698702635,-0.14988346800300875,0.45334849896697504,0.8688885202589581,0.503250665254071,-0.3043699782096573,0.3426340346258008,0.4728822143821099,-0.575221202164276,-0.23985338389556668,-0.16841346075342709,Andy_Murray
