player,average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,ace_rate,opening_1st_body,opening_1st_down_the_t,opening_1st_out_wide,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio,cluster
John_Isner,1.662962962962963,0.851063829787234,0.8,0.8425925925925926,0.3333333333333333,0.0614525139664804,0.0111731843575419,0.3240223463687151,0.1731843575418994,0.5027932960893855,0.1851851851851851,0.3191489361702128,0.2765957446808511,0.3829787234042553,4.25,2.000000000000001,0
Jordan_Thompson,2.012844036697248,0.5079365079365079,0.609375,0.2804878048780488,0.2723577235772357,0.1014492753623188,0.0144927536231884,0.2934782608695652,0.2844202898550724,0.3985507246376811,0.0770642201834862,0.2777777777777778,0.4126984126984127,0.2857142857142857,2.4117647058823533,3.2000000000000006,0
Juan_Manuel_Cerundolo,1.9642857142857144,0.3191489361702128,0.7333333333333333,0.1326530612244898,0.1938775510204081,0.0634920634920634,0.0317460317460317,0.3386243386243386,0.3174603174603174,0.328042328042328,0.0714285714285714,0.3191489361702128,0.3829787234042553,0.2553191489361702,2.833333333333334,2.8888888888888897,1
Laslo_Djere,2.0511727078891258,0.3565217391304348,0.4146341463414634,0.244131455399061,0.2535211267605634,0.0973630831643002,0.0263691683569979,0.3448275862068966,0.2494929006085192,0.3955375253549695,0.0703624733475479,0.2869565217391304,0.3217391304347826,0.391304347826087,1.4999999999999998,1.542857142857143,1
Laurent_Lokoli,1.9386503067484664,0.5405405405405406,0.6,0.388235294117647,0.2705882352941176,0.1830065359477124,0.1045751633986928,0.2745098039215686,0.2091503267973856,0.4967320261437908,0.0490797546012269,0.1351351351351351,0.4594594594594595,0.3513513513513513,22.00000000000002,6.500000000000005,3
Liam_Broady,2.1512605042016806,0.1791044776119403,0.5833333333333334,0.2291666666666666,0.3125,0.0693430656934306,0.010948905109489,0.4197080291970803,0.2518248175182482,0.3175182481751825,0.0588235294117647,0.1791044776119403,0.3582089552238806,0.4328358208955223,0.9677419354838708,1.0769230769230769,2
Lloyd_Harris,1.803827751196172,0.3846153846153846,0.6,0.6,0.3375,0.1011904761904761,0.0178571428571428,0.3392857142857143,0.2738095238095238,0.3809523809523809,0.1531100478468899,0.1282051282051282,0.3333333333333333,0.4871794871794871,1.1875,0.9375,0
Lorenzo_Musetti,2.2760583422269653,0.358974358974359,0.6298701298701299,0.2770177838577291,0.228454172366621,0.175076665737385,0.0317814329523278,0.3387231669919152,0.2280457206579314,0.4265402843601896,0.047314123087869,0.141025641025641,0.4522144522144522,0.3892773892773892,2.525,2.1790123456790123,2
Lorenzo_Sonego,2.01860465116279,0.4520547945205479,0.7070707070707071,0.2857142857142857,0.2244897959183673,0.1198630136986301,0.0388127853881278,0.3127853881278539,0.2260273972602739,0.454337899543379,0.0465116279069767,0.3470319634703196,0.2785388127853881,0.3242009132420091,2.2857142857142856,2.621621621621621,1
Lukas_Lacko,1.876543209876543,0.1282051282051282,0.6,0.2857142857142857,0.1269841269841269,0.1056338028169014,0.0070422535211267,0.2887323943661972,0.1901408450704225,0.5211267605633803,0.1419753086419753,0.358974358974359,0.4102564102564102,0.2051282051282051,0.75,0.9444444444444444,3
Mackenzie_Mcdonald,2.1202046035805626,0.3648648648648648,0.6666666666666666,0.2805194805194805,0.2259740259740259,0.071917808219178,0.0125570776255707,0.3219178082191781,0.2602739726027397,0.4063926940639269,0.0562659846547314,0.1171171171171171,0.4459459459459459,0.4054054054054054,2.058823529411765,1.719298245614035,2
Marcos_Giron,1.922920892494929,0.2616822429906542,0.7142857142857143,0.1962616822429906,0.2102803738317757,0.0681318681318681,0.0285714285714285,0.2769230769230769,0.2175824175824176,0.4945054945054945,0.0872210953346856,0.2523364485981308,0.2523364485981308,0.4672897196261682,1.7368421052631582,1.6363636363636362,1
Marin_Cilic,1.835443037974684,0.4333333333333333,0.6923076923076923,0.5074626865671642,0.2985074626865671,0.2045454545454545,0.0454545454545454,0.2045454545454545,0.5075757575757576,0.2878787878787879,0.1329113924050632,0.3,0.5,0.2,1.1666666666666663,1.8571428571428568,0
Mark_Lajal,1.9851851851851847,0.3333333333333333,0.4166666666666667,0.0923076923076923,0.1384615384615384,0.0601503759398496,0.0451127819548872,0.3308270676691729,0.2556390977443609,0.4060150375939849,0.0592592592592592,0.1944444444444444,0.3055555555555556,0.4166666666666667,3.25,3.333333333333335,1
Marton_Fucsovics,2.294736842105263,0.4598540145985401,0.6031746031746031,0.0924369747899159,0.1890756302521008,0.2390243902439024,0.0260162601626016,0.3056910569105691,0.2439024390243902,0.4471544715447154,0.0547368421052631,0.2846715328467153,0.2408759124087591,0.4452554744525547,2.4242424242424243,2.7142857142857144,1
Matteo_Berrettini,1.8701584507042253,0.3308411214953271,0.6892655367231638,0.4146586345381526,0.2740963855421687,0.2250885179564997,0.0485584218512898,0.2943854324734446,0.2301466868993424,0.471927162367223,0.1025528169014084,0.3551401869158878,0.308411214953271,0.3121495327102804,4.1184210526315805,3.8620689655172415,3
Max_Purcell,2.1824817518248176,0.2857142857142857,0.59375,0.2427184466019417,0.3009708737864077,0.4362139917695473,0.022633744855967,0.2818930041152263,0.2757201646090535,0.4403292181069959,0.0875912408759124,0.3928571428571428,0.3392857142857143,0.2410714285714285,1.0370370370370374,1.043478260869565,3
Maxime_Cressy,1.571729070256626,1.4272445820433437,0.6247288503253796,0.5576441102756893,0.169172932330827,0.0934510669610007,0.0132450331125827,0.3473142016188373,0.2317880794701986,0.4142752023546726,0.13083718973496,0.2507739938080495,0.3777089783281733,0.3343653250773993,2.906976744186047,2.1818181818181825,3
Michael_Zheng,2.0,0.3333333333333333,0.6,0.081081081081081,0.2162162162162162,0.0656370656370656,0.0231660231660231,0.2741312741312741,0.3359073359073359,0.3706563706563706,0.0424710424710424,0.5666666666666667,0.2166666666666666,0.2166666666666666,1.8947368421052635,1.0869565217391306,1
Milos_Raonic,1.6745762711864407,0.7902097902097902,0.584070796460177,0.3589041095890411,0.1863013698630137,0.134003350083752,0.0234505862646566,0.3015075376884422,0.1909547738693467,0.4974874371859296,0.1073446327683615,0.3426573426573426,0.2587412587412587,0.3776223776223776,1.6046511627906976,1.6666666666666667,3
Miomir_Kecmanovic,2.290909090909091,0.2368421052631578,0.5925925925925926,0.2228571428571428,0.1942857142857142,0.176056338028169,0.0258215962441314,0.2535211267605634,0.2887323943661972,0.4460093896713615,0.0575757575757575,0.3070175438596491,0.3947368421052631,0.2807017543859649,0.9285714285714286,1.4482758620689653,1
Nick_Kyrgios,1.7727509100364014,0.3955431754874652,0.6408450704225352,0.5981794538361509,0.2769830949284785,0.0767160161507402,0.044414535666218,0.2651413189771198,0.4185733512786003,0.3122476446837147,0.1508060322412896,0.1587743732590529,0.467966573816156,0.362116991643454,1.6416666666666668,1.3944954128440368,0
Nicola_Kuhn,2.1598360655737703,0.2571428571428571,0.6666666666666666,0.2283464566929134,0.2519685039370078,0.0282685512367491,0.0176678445229682,0.2897526501766784,0.2402826855123674,0.4558303886925795,0.0286885245901639,0.1428571428571428,0.2285714285714285,0.5571428571428572,1.5384615384615383,1.1,2
Nicolas_Jarry,1.8643478260869568,0.6974789915966386,0.6265060240963856,0.4197080291970803,0.2664233576642336,0.158953722334004,0.0160965794768611,0.2676056338028169,0.3420523138832998,0.3883299798792756,0.0747826086956521,0.2184873949579832,0.4117647058823529,0.3697478991596639,3.40909090909091,2.5000000000000004,0
Nikoloz_Basilashvili,1.9278131634819533,0.0990990990990991,0.6363636363636364,0.3830845771144278,0.3880597014925373,0.0594965675057208,0.0045766590389016,0.217391304347826,0.2471395881006865,0.2356979405034324,0.0870488322717622,0.2612612612612612,0.3063063063063063,0.4324324324324324,1.319148936170213,1.020408163265306,2
Novak_Djokovic,2.179798501679153,0.3302836230558097,0.7008310249307479,0.320826536160957,0.2175095160413268,0.1267790672213707,0.0297788482592511,0.3201226187869498,0.2631924677030873,0.4109918984015765,0.0692327563936967,0.2607502287282708,0.3650503202195791,0.3421774931381519,1.4794871794871798,1.5876288659793816,0
Oscar_Otte,1.698744769874477,0.5,0.7083333333333334,0.2650602409638554,0.1686746987951807,0.1257485029940119,0.0119760479041916,0.3233532934131736,0.1616766467065868,0.5089820359281437,0.1087866108786611,0.4375,0.2916666666666667,0.25,1.1176470588235292,1.4285714285714286,3
