player,average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,average_response_depth,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio,opening_1st_ground_fh_bh_ratio,cluster
Adrian_Andreev,1.751269035532995,0.0337078651685393,0.6666666666666666,0.1068702290076335,0.1450381679389313,0.0927536231884058,0.0144927536231884,0.1565217391304348,0.3681159420289855,0.3826086956521739,1.9482758620689653,1.9375,1.5,0.1739130434782608,3
Albert_Ramos,1.7278266756939742,0.0666666666666666,0.4615384615384615,0.0548086866597724,0.1747673216132368,0.109717868338558,0.0050940438871473,0.2394200626959247,0.4247648902821316,0.3185736677115987,1.9871977240398293,0.8749999999999999,1.1418918918918917,0.7738693467336684,0
Alejandro_Davidovich_Fokina,1.6545454545454543,0.0984848484848484,0.5673076923076923,0.0638554216867469,0.2012048192771084,0.1096512183468705,0.0121834687052078,0.2396082178690874,0.3631151457238414,0.3860487338748208,2.055276381909548,0.7331189710610931,0.98443579766537,0.5916666666666667,0
Alejandro_Moro_Canas,2.0331491712707184,0.0222222222222222,1.0,0.0634920634920634,0.1349206349206349,0.1956521739130435,0.0081521739130434,0.1875,0.4592391304347826,0.3396739130434782,1.9448098943824208,1.0,1.263157894736842,0.3513513513513512,3
Alejandro_Tabilo,1.690317812269032,0.1290909090909091,0.5492957746478874,0.0665914221218961,0.1625282167042889,0.1289899431569742,0.0188019239177962,0.3178836904241364,0.4079580236117184,0.2662877131613467,2.1205936920222634,1.0597014925373134,1.0491803278688523,0.7048192771084336,0
Aleksandar_Vukic,1.7342007434944238,0.085972850678733,0.5263157894736842,0.0935672514619883,0.1725146198830409,0.1028938906752411,0.0128617363344051,0.2240085744908896,0.4640943193997856,0.2958199356913183,1.939501779359431,1.087719298245614,1.2448979591836733,0.6296296296296294,3
Alex_De_Minaur,1.7983988355167395,0.1243781094527363,0.6,0.0480984340044742,0.192393736017897,0.0732496964791582,0.0109267503035208,0.2055847834884662,0.3982193443949818,0.3848644273573452,2.129087779690189,0.8341968911917098,1.1946308724832215,0.5465587044534413,1
Alex_Marti_Pujolras,3.1666666666666665,0.0851063829787234,0.75,0.1166666666666666,0.35,0.0614035087719298,0.0219298245614035,0.2280701754385964,0.3508771929824561,0.4210526315789473,1.9448098943824208,2.1818181818181817,1.2500000000000002,0.5,3
Alex_Molcan,1.9548192771084336,0.0805369127516778,0.75,0.1162790697674418,0.1720930232558139,0.0893682588597842,0.0231124807395993,0.2804314329738058,0.3713405238828968,0.300462249614792,1.891304347826087,0.5438596491228069,0.934782608695652,0.5223880597014925,3
Alexander_Bublik,1.3087597571552472,0.1586901763224181,0.6666666666666666,0.1065088757396449,0.2071005917159763,0.219350563286945,0.0364479787939032,0.2180251822398939,0.4797879390324718,0.2895957587806494,2.070539419087137,1.0246913580246917,1.1944444444444446,0.5588235294117646,2
