average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,ace_rate,opening_1st_body,opening_1st_down_the_t,opening_1st_out_wide,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio,player,cluster
0.9788317559333766,-0.9837817745793817,-0.1612572319541692,0.2721185329720735,-0.1058463361601472,-0.520287874504156,-0.2301294433067416,-0.7298207590811346,0.366237825400507,-0.2469427255154752,0.5847589151705035,-1.762305024719819,0.779961402199773,1.7243901392421002,-0.7012559541910011,0.3988610605449972,Adrian_Andreev,2
0.3345654515433899,-0.7831564219664382,0.203788855268066,-0.3126477125216319,0.25760583899322,-0.663792843000655,-0.9686367339686944,0.3059691743878433,-0.2603881988807113,0.2115101299543597,-0.3879315650610751,-0.8229919218946279,1.1288540618538452,-0.0831181664245068,0.5361747490215668,0.0008894690273124,Albert_Ramos,2
0.0563533766973502,-0.4981491833811701,0.1366539426754708,-0.2633359102160346,0.9007748557268256,-0.4913751692108844,0.9376878201096694,-0.250233204155516,-0.5245054505604808,1.0328957797764695,-0.3762314724381332,0.9907448929506396,-0.6651697323542914,-0.6866356067583098,-0.6541869828242747,-0.3739117138193553,Alejandro_Davidovich_Fokina,3
1.143449157466143,-0.5779702243444695,0.8699737571484322,0.640498838814486,0.9396233171326868,0.7183116887078634,0.6577478473773405,-0.0569696390832526,0.113362311052958,0.1747963366443207,-0.6434242193599427,-0.659998078101009,0.2457532150514287,0.9347706373331592,0.0303595790092029,0.4358654365983953,Alejandro_Moro_Canas,2
-0.1865876211982915,-0.0118207742792204,0.1604868366458426,0.398743753980657,-0.7781098302426177,-0.103592306631452,0.6955180994193025,1.3733900346225676,0.1112124153141247,-1.2040479950878742,0.3946400293502942,0.8026073853627517,-0.6892921216170967,-0.4239262891496115,0.0549930986455732,-0.156204580255984,Alejandro_Tabilo,1
-0.2687005066250377,-0.5845884182215786,-0.1281559903286534,1.4373870816468437,-0.0965479775473951,-0.1346878560512327,0.3365614067858108,-0.4387136689086021,1.536678465880818,-1.0661884658449468,2.295551562022286,0.6830348905975854,-0.4834512816950131,-0.3929676837139725,0.5786218336186923,0.3479800434715736,Aleksandar_Vukic,1
0.474373893213735,-0.2065911692810037,0.1579333122918736,-0.5676581642403661,0.2383465090053112,-0.7374306217821925,-0.1847716782538314,-0.8910954858721786,0.4580955486445179,0.5984283498758937,-0.8373118931095764,0.5875334345009142,-0.5755342519594719,-0.0942670225889877,-0.4684691936273,-0.478896769536807,Alex_De_Minaur,3
0.6590304018152847,-0.3231697600757602,-0.4591684065838092,1.150179549262331,-0.4884775032855451,-0.197741860940217,1.2817468782607755,0.382324221289478,0.343385195353305,-0.7088030777997565,0.8920644946707127,-0.6798242933214443,0.1119920263566231,0.5756050320187958,0.7087667097948464,-0.2625921614095053,Alex_Molcan,1
-1.6501403458445114,1.173868173650665,-1.153383437372146,0.8486392750931222,-0.3326219401268406,0.8877080810958474,3.090858579686248,0.1743439402608136,0.7577186501262166,-0.81002972210368,1.529536811334612,-0.63708495617691,2.0656705116957794,-1.5376132869785295,-0.7992714323230857,-0.3655714447686347,Alexander_Bublik,1
-1.3021620715368825,0.3957315498252391,0.7324762919347517,-0.9554581824082448,0.5570834759904184,0.5617671249928237,-0.3429335253198797,-0.0062522179778856,-0.9097321206623392,1.1674774387322857,-0.227850104085113,2.0052117108175405,-0.3246663995479098,-2.3403086174503818,-0.0603365614701613,0.5144997357118678,Alexander_Ritschard,3
