average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,average_response_depth,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio,opening_1st_ground_fh_bh_ratio,player,cluster
-0.5658025725624914,-0.0749231702088246,0.5792532523077053,-0.5176156735061885,-0.3207642325306024,-0.1627168129251393,1.6514153603020636,2.361119360672211,-1.2468182130889411,-0.0150951371203081,-0.1903058675344024,0.4312149510661928,2.297484730030819,-0.4709280958711331,Abedallah_Shelbayh,0
-0.3664579551185581,-1.4752404319751773,3.124660631972408,-0.2173751496012563,-1.8825279010548512,-0.7604711135257515,-1.5883656873023693,-0.7434735767653321,-0.9077006572310744,1.8769348086774864,0.8321416825744494,-0.4660908755764458,-1.2440310787021986,-0.796504067764071,Adam_Walton,2
0.7064982123092615,2.688216887600776,-0.9871512890244192,-1.6465200433887273,-0.3125513214905284,-0.4948135526383109,2.585016387378906,1.6757413651462458,-0.9488997813246154,0.0326366234990482,1.3482659681922635,-0.3831069532628784,0.1242818473991947,-0.9028145891984998,Adrian_Andreev,3
0.3142272811404331,0.1578209192953379,-0.2639129422062268,0.0904406736760458,0.2868870108494902,-1.1369137665232951,-0.3961816344967136,1.2871503533690591,-0.3891686098423887,-0.267306269336577,0.9158695052136476,-0.2584753776305883,-0.1494743296764945,0.0383112022312842,Adrian_Mannarino,1
-1.2931150601053985,-0.1193776864553751,-0.6934504375246455,-0.9516599398575784,-1.062404259640513,0.7928177145289055,0.0938283181845293,-0.3461451096408549,1.879970812943808,-1.8048226909337288,-0.6715240106019632,-0.3074094241280634,-0.336700582249938,-0.0006516920257785,Albert_Ramos,2
-0.4418138164295536,0.124008296285649,-0.2331108050320927,-0.0790203750158145,0.4776924333068047,-0.2336373714314183,1.295576560235481,0.0081581525421347,-0.0978008371569315,0.4299175171207984,0.7033633944946194,-0.422064734973884,-0.68506515449293,-0.3227317501215466,Alejandro_Davidovich_Fokina,3
-0.9242679906055468,-0.688308328693096,0.1876521169746747,1.2500219495217908,0.1379680662689357,-0.1095839513088612,0.4302671192819267,0.9966300493734136,0.5592381476532885,-1.5330078186983145,-2.671830395407821,-0.1307818561468283,0.1242818473991947,-0.515716324808786,Alejandro_Tabilo,2
-0.2649887777985998,-1.111134068088786,-0.375274515066558,-0.2498290555340504,0.0898813194729787,0.4672659299520565,-0.5550037465425544,-1.1329671384185895,-0.7900833939958011,-0.6187879215846792,0.7876357212542209,0.1749620037459699,0.2817603171551099,0.8854289453353532,Aleksandar_Kovacevic,0
-0.4105198722986471,-1.5227220067210068,-0.0570985926084696,0.7654230299678303,0.2159040671650982,-0.5421114293216545,-0.4503680079616975,-1.1701353141664872,-1.9776969748726847,-1.9741667353590864,-0.5071556959632436,-0.0958752221584415,0.2955038926974442,-0.3228527267303216,Aleksandar_Vukic,2
1.110898617972767,-0.0912940231305663,0.3413647121521256,0.0520592006907675,-0.1812031997322316,-0.64852259511441,-0.5944104110075066,-0.5546547756635355,0.1980751329272935,0.5222186876538413,0.1870684449059183,-0.3479060162767944,-0.51663472903118,-0.2147060734113159,Alex_De_Minaur,3
